Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T03:00+02:00;2026-06-01T04:00+02:00;2026-06-01;03:00;04:00;2;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T03:00+02:00;2026-06-01T04:00+02:00;2026-06-01;03:00;04:00;Totalt i retning Sandnes;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T03:00+02:00;2026-06-01T04:00+02:00;2026-06-01;03:00;04:00;Totalt i retning Stavanger;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T03:00+02:00;2026-06-01T04:00+02:00;2026-06-01;03:00;04:00;Totalt;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T04:00+02:00;2026-06-01T05:00+02:00;2026-06-01;04:00;05:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T04:00+02:00;2026-06-01T05:00+02:00;2026-06-01;04:00;05:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T04:00+02:00;2026-06-01T05:00+02:00;2026-06-01;04:00;05:00;Totalt i retning Sandnes;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T04:00+02:00;2026-06-01T05:00+02:00;2026-06-01;04:00;05:00;Totalt i retning Stavanger;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T04:00+02:00;2026-06-01T05:00+02:00;2026-06-01;04:00;05:00;Totalt;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T05:00+02:00;2026-06-01T06:00+02:00;2026-06-01;05:00;06:00;1;2;100,0;1;1;0;2;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T05:00+02:00;2026-06-01T06:00+02:00;2026-06-01;05:00;06:00;2;14;100,0;1;1;0;14;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T05:00+02:00;2026-06-01T06:00+02:00;2026-06-01;05:00;06:00;Totalt i retning Sandnes;2;100,0;1;1;0;2;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T05:00+02:00;2026-06-01T06:00+02:00;2026-06-01;05:00;06:00;Totalt i retning Stavanger;14;100,0;1;1;0;14;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T05:00+02:00;2026-06-01T06:00+02:00;2026-06-01;05:00;06:00;Totalt;16;100,0;1;1;0;16;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T06:00+02:00;2026-06-01T07:00+02:00;2026-06-01;06:00;07:00;1;38;100,0;1;1;0;38;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T06:00+02:00;2026-06-01T07:00+02:00;2026-06-01;06:00;07:00;2;82;100,0;1;1;0;82;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T06:00+02:00;2026-06-01T07:00+02:00;2026-06-01;06:00;07:00;Totalt i retning Sandnes;36;100,0;1;1;0;36;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T06:00+02:00;2026-06-01T07:00+02:00;2026-06-01;06:00;07:00;Totalt i retning Stavanger;84;100,0;1;1;0;84;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T06:00+02:00;2026-06-01T07:00+02:00;2026-06-01;06:00;07:00;Totalt;120;100,0;1;1;0;120;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T07:00+02:00;2026-06-01T08:00+02:00;2026-06-01;07:00;08:00;1;48;100,0;1;1;0;48;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T07:00+02:00;2026-06-01T08:00+02:00;2026-06-01;07:00;08:00;2;107;100,0;1;1;0;107;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T07:00+02:00;2026-06-01T08:00+02:00;2026-06-01;07:00;08:00;Totalt i retning Sandnes;48;100,0;1;1;0;48;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T07:00+02:00;2026-06-01T08:00+02:00;2026-06-01;07:00;08:00;Totalt i retning Stavanger;107;100,0;1;1;0;107;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T07:00+02:00;2026-06-01T08:00+02:00;2026-06-01;07:00;08:00;Totalt;155;100,0;1;1;0;155;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T08:00+02:00;2026-06-01T09:00+02:00;2026-06-01;08:00;09:00;1;23;100,0;1;1;0;23;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T08:00+02:00;2026-06-01T09:00+02:00;2026-06-01;08:00;09:00;2;56;100,0;1;1;0;56;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T08:00+02:00;2026-06-01T09:00+02:00;2026-06-01;08:00;09:00;Totalt i retning Sandnes;23;100,0;1;1;0;23;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T08:00+02:00;2026-06-01T09:00+02:00;2026-06-01;08:00;09:00;Totalt i retning Stavanger;56;100,0;1;1;0;56;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T08:00+02:00;2026-06-01T09:00+02:00;2026-06-01;08:00;09:00;Totalt;79;100,0;1;1;0;79;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T09:00+02:00;2026-06-01T10:00+02:00;2026-06-01;09:00;10:00;1;11;100,0;1;1;0;11;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T09:00+02:00;2026-06-01T10:00+02:00;2026-06-01;09:00;10:00;2;14;100,0;1;1;0;14;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T09:00+02:00;2026-06-01T10:00+02:00;2026-06-01;09:00;10:00;Totalt i retning Sandnes;11;100,0;1;1;0;11;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T09:00+02:00;2026-06-01T10:00+02:00;2026-06-01;09:00;10:00;Totalt i retning Stavanger;14;100,0;1;1;0;14;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T09:00+02:00;2026-06-01T10:00+02:00;2026-06-01;09:00;10:00;Totalt;25;100,0;1;1;0;25;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T10:00+02:00;2026-06-01T11:00+02:00;2026-06-01;10:00;11:00;1;12;100,0;1;1;0;12;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T10:00+02:00;2026-06-01T11:00+02:00;2026-06-01;10:00;11:00;2;12;100,0;1;1;0;12;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T10:00+02:00;2026-06-01T11:00+02:00;2026-06-01;10:00;11:00;Totalt i retning Sandnes;11;100,0;1;1;0;11;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T10:00+02:00;2026-06-01T11:00+02:00;2026-06-01;10:00;11:00;Totalt i retning Stavanger;13;100,0;1;1;0;13;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T10:00+02:00;2026-06-01T11:00+02:00;2026-06-01;10:00;11:00;Totalt;24;100,0;1;1;0;24;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T11:00+02:00;2026-06-01T12:00+02:00;2026-06-01;11:00;12:00;1;14;100,0;1;1;0;14;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T11:00+02:00;2026-06-01T12:00+02:00;2026-06-01;11:00;12:00;2;11;100,0;1;1;0;11;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T11:00+02:00;2026-06-01T12:00+02:00;2026-06-01;11:00;12:00;Totalt i retning Sandnes;14;100,0;1;1;0;14;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T11:00+02:00;2026-06-01T12:00+02:00;2026-06-01;11:00;12:00;Totalt i retning Stavanger;11;100,0;1;1;0;11;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T11:00+02:00;2026-06-01T12:00+02:00;2026-06-01;11:00;12:00;Totalt;25;100,0;1;1;0;25;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T12:00+02:00;2026-06-01T13:00+02:00;2026-06-01;12:00;13:00;1;8;100,0;1;1;0;8;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T12:00+02:00;2026-06-01T13:00+02:00;2026-06-01;12:00;13:00;2;11;100,0;1;1;0;11;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T12:00+02:00;2026-06-01T13:00+02:00;2026-06-01;12:00;13:00;Totalt i retning Sandnes;8;100,0;1;1;0;8;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T12:00+02:00;2026-06-01T13:00+02:00;2026-06-01;12:00;13:00;Totalt i retning Stavanger;11;100,0;1;1;0;11;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T12:00+02:00;2026-06-01T13:00+02:00;2026-06-01;12:00;13:00;Totalt;19;100,0;1;1;0;19;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T13:00+02:00;2026-06-01T14:00+02:00;2026-06-01;13:00;14:00;1;11;100,0;1;1;0;11;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T13:00+02:00;2026-06-01T14:00+02:00;2026-06-01;13:00;14:00;2;22;100,0;1;1;0;22;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T13:00+02:00;2026-06-01T14:00+02:00;2026-06-01;13:00;14:00;Totalt i retning Sandnes;11;100,0;1;1;0;11;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T13:00+02:00;2026-06-01T14:00+02:00;2026-06-01;13:00;14:00;Totalt i retning Stavanger;22;100,0;1;1;0;22;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T13:00+02:00;2026-06-01T14:00+02:00;2026-06-01;13:00;14:00;Totalt;33;100,0;1;1;0;33;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T14:00+02:00;2026-06-01T15:00+02:00;2026-06-01;14:00;15:00;1;40;100,0;1;1;0;40;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T14:00+02:00;2026-06-01T15:00+02:00;2026-06-01;14:00;15:00;2;26;100,0;1;1;0;26;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T14:00+02:00;2026-06-01T15:00+02:00;2026-06-01;14:00;15:00;Totalt i retning Sandnes;39;100,0;1;1;0;39;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T14:00+02:00;2026-06-01T15:00+02:00;2026-06-01;14:00;15:00;Totalt i retning Stavanger;27;100,0;1;1;0;27;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T14:00+02:00;2026-06-01T15:00+02:00;2026-06-01;14:00;15:00;Totalt;66;100,0;1;1;0;66;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T15:00+02:00;2026-06-01T16:00+02:00;2026-06-01;15:00;16:00;1;128;100,0;1;1;0;128;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T15:00+02:00;2026-06-01T16:00+02:00;2026-06-01;15:00;16:00;2;64;100,0;1;1;0;64;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T15:00+02:00;2026-06-01T16:00+02:00;2026-06-01;15:00;16:00;Totalt i retning Sandnes;129;100,0;1;1;0;129;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T15:00+02:00;2026-06-01T16:00+02:00;2026-06-01;15:00;16:00;Totalt i retning Stavanger;63;100,0;1;1;0;63;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T15:00+02:00;2026-06-01T16:00+02:00;2026-06-01;15:00;16:00;Totalt;192;100,0;1;1;0;192;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T16:00+02:00;2026-06-01T17:00+02:00;2026-06-01;16:00;17:00;1;104;100,0;1;1;0;104;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T16:00+02:00;2026-06-01T17:00+02:00;2026-06-01;16:00;17:00;2;53;100,0;1;1;0;53;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T16:00+02:00;2026-06-01T17:00+02:00;2026-06-01;16:00;17:00;Totalt i retning Sandnes;105;100,0;1;1;0;105;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T16:00+02:00;2026-06-01T17:00+02:00;2026-06-01;16:00;17:00;Totalt i retning Stavanger;52;100,0;1;1;0;52;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T16:00+02:00;2026-06-01T17:00+02:00;2026-06-01;16:00;17:00;Totalt;157;100,0;1;1;0;157;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T17:00+02:00;2026-06-01T18:00+02:00;2026-06-01;17:00;18:00;1;39;100,0;1;1;0;39;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T17:00+02:00;2026-06-01T18:00+02:00;2026-06-01;17:00;18:00;2;29;100,0;1;1;0;29;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T17:00+02:00;2026-06-01T18:00+02:00;2026-06-01;17:00;18:00;Totalt i retning Sandnes;39;100,0;1;1;0;39;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T17:00+02:00;2026-06-01T18:00+02:00;2026-06-01;17:00;18:00;Totalt i retning Stavanger;29;100,0;1;1;0;29;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T17:00+02:00;2026-06-01T18:00+02:00;2026-06-01;17:00;18:00;Totalt;68;100,0;1;1;0;68;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T18:00+02:00;2026-06-01T19:00+02:00;2026-06-01;18:00;19:00;1;28;100,0;1;1;0;28;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T18:00+02:00;2026-06-01T19:00+02:00;2026-06-01;18:00;19:00;2;38;100,0;1;1;0;38;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T18:00+02:00;2026-06-01T19:00+02:00;2026-06-01;18:00;19:00;Totalt i retning Sandnes;28;100,0;1;1;0;28;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T18:00+02:00;2026-06-01T19:00+02:00;2026-06-01;18:00;19:00;Totalt i retning Stavanger;38;100,0;1;1;0;38;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T18:00+02:00;2026-06-01T19:00+02:00;2026-06-01;18:00;19:00;Totalt;66;100,0;1;1;0;66;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T19:00+02:00;2026-06-01T20:00+02:00;2026-06-01;19:00;20:00;1;20;100,0;1;1;0;20;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T19:00+02:00;2026-06-01T20:00+02:00;2026-06-01;19:00;20:00;2;19;100,0;1;1;0;19;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T19:00+02:00;2026-06-01T20:00+02:00;2026-06-01;19:00;20:00;Totalt i retning Sandnes;20;100,0;1;1;0;20;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T19:00+02:00;2026-06-01T20:00+02:00;2026-06-01;19:00;20:00;Totalt i retning Stavanger;19;100,0;1;1;0;19;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T19:00+02:00;2026-06-01T20:00+02:00;2026-06-01;19:00;20:00;Totalt;39;100,0;1;1;0;39;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T20:00+02:00;2026-06-01T21:00+02:00;2026-06-01;20:00;21:00;1;11;100,0;1;1;0;11;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T20:00+02:00;2026-06-01T21:00+02:00;2026-06-01;20:00;21:00;2;14;100,0;1;1;0;14;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T20:00+02:00;2026-06-01T21:00+02:00;2026-06-01;20:00;21:00;Totalt i retning Sandnes;10;100,0;1;1;0;10;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T20:00+02:00;2026-06-01T21:00+02:00;2026-06-01;20:00;21:00;Totalt i retning Stavanger;15;100,0;1;1;0;15;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T20:00+02:00;2026-06-01T21:00+02:00;2026-06-01;20:00;21:00;Totalt;25;100,0;1;1;0;25;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T21:00+02:00;2026-06-01T22:00+02:00;2026-06-01;21:00;22:00;1;9;100,0;1;1;0;9;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T21:00+02:00;2026-06-01T22:00+02:00;2026-06-01;21:00;22:00;2;5;100,0;1;1;0;5;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T21:00+02:00;2026-06-01T22:00+02:00;2026-06-01;21:00;22:00;Totalt i retning Sandnes;8;100,0;1;1;0;8;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T21:00+02:00;2026-06-01T22:00+02:00;2026-06-01;21:00;22:00;Totalt i retning Stavanger;6;100,0;1;1;0;6;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T21:00+02:00;2026-06-01T22:00+02:00;2026-06-01;21:00;22:00;Totalt;14;100,0;1;1;0;14;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-06-01T22:00+02:00;2026-06-01T23:00+02:00;2026-06-01;22:00;23:00;1;7;100,0;1;1;0;7;0,00;-;-;-;-;-;-;-;-
